level,label,bucket,reason,n_occurrences,n_trials,example_nct,parser_rules_version
category,Male and female,female,mapped,1,1,NCT04550221,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male assigned at birth only,male,mapped,1,1,NCT05161663,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male at birth,male,mapped,1,1,NCT03279731,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male children,male,mapped,1,1,NCT02684903,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male donor / Female Recipient,female,mapped,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male donor / Male Recipient,male,mapped,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male donor, female recipient",female,mapped,1,1,NCT00745420,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male entire study population,male,mapped,1,1,NCT01253135,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male not taking feminizing hormones (or do not know),male,mapped,1,1,NCT04840199,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male or man,male,mapped,1,1,NCT04951544,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male participants,male,mapped,1,1,NCT01397071,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male participants number,male,mapped,1,1,NCT04096963,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male patient/Female donor,female,mapped,1,1,NCT00589563,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male practitioners,male,mapped,1,1,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male sex,male,mapped,1,1,NCT01154296,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male sex and currently identifies as female gender,female,mapped,1,1,NCT06005610,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male sex at birth,male,mapped,1,1,NCT05027516,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male to Female Transgender,ambiguous,mapped,1,1,NCT03985813,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male to female (transgender),ambiguous,mapped,1,1,NCT04016558,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male(18 to 64 or ≥65 years),male,mapped,1,1,NCT00973349,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, %",male,mapped,1,1,NCT03818659,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Acute Phase",male,mapped,1,1,NCT02088073,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Ages 12-17",male,mapped,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Ages 2-5",male,mapped,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Ages 6-11",male,mapped,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Maintenance Phase",male,mapped,1,1,NCT02088073,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Man, Masculine, Trans Man",ambiguous,mapped,1,1,NCT04927845,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Micardis®/MicardisPlus®",male,mapped,1,1,NCT01108796,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Overall Study",male,mapped,1,1,NCT01390909,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Part 1",male,mapped,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Part 2",male,mapped,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Part 3",male,mapped,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Part A",male,mapped,1,1,NCT00306891,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Part B",male,mapped,1,1,NCT00306891,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Subgroup",male,mapped,1,1,NCT01390909,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Male, Tool/No Tool",male,mapped,1,1,NCT01108796,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male-Female,female,mapped,1,1,NCT00448357,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Male-Male,male,mapped,1,1,NCT00448357,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male/Boy/Man,male,mapped,1,1,NCT05934396,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male/Female/Unknown,unknown,mapped,1,1,NCT04505540,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male/Male,male,mapped,1,1,NCT01743131,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male/man,male,mapped,1,1,NCT04565951,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male:Female,female,mapped,1,1,NCT00572897,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male:Male,male,mapped,1,1,NCT00572897,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male_Core Study,male,mapped,1,1,NCT00395629,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Male_Extension Study,male,mapped,1,1,NCT00395629,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males - Baseline,male,mapped,1,1,NCT00980980,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males - Intervention,male,mapped,1,1,NCT00980980,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males Double Blind,male,mapped,1,1,NCT00292370,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males Known,male,mapped,1,1,NCT01643525,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Males Who Have Sex With Males (MSM),male,mapped,1,1,NCT04635423,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males and Females,female,mapped,1,1,NCT06655818,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Males entered at Baseline,male,mapped,1,1,NCT00774202,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Man (including transgender men),ambiguous,mapped,1,1,NCT06294145,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Man, Female-to-Man (FTM)",female,mapped,1,1,NCT05803720,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Man/Boy,male,mapped,2,1,NCT05900115,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Man/Boy,male,mapped,1,1,NCT05129501,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Man/Male,male,mapped,1,1,NCT05922670,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Man/boy,male,mapped,1,1,NCT05372913,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Man/male gender,male,mapped,1,1,NCT05139927,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Manyanda Field Station,,unrecognized,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Maternal sex,,unrecognized,1,1,NCT04174521,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mean percentage male participants per clinic,male,mapped,1,1,NCT00374452,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Melanoma,,unrecognized,1,1,NCT04208958,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Men only,male,mapped,1,1,NCT03980223,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Men who:,male,mapped,1,1,NCT02015637,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Men: testosterone substitution,male,mapped,1,1,NCT01546922,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mental Health - Female,female,mapped,1,1,NCT03850431,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mental Health - Male,male,mapped,1,1,NCT03850431,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mental health clinic/hospital or rehab center,,unrecognized,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (2000mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (2550mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Metformin (3000mg) With Chemoradiation,,unrecognized,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Methamphetamine,,unrecognized,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Microscopic colitis,,unrecognized,1,1,NCT03834051,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Midazolam,,unrecognized,1,1,NCT03284307,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mirieri Field Station,,unrecognized,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing (residents),unknown,mapped,1,1,NCT04732819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing (staff),unknown,mapped,1,1,NCT04732819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing Data (Unspecified),unknown,mapped,1,1,NCT00488488,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing Information for sex,unknown,mapped,1,1,NCT00704769,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing Response,unknown,mapped,1,1,NCT06112249,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing Sex,unknown,mapped,1,1,NCT03871491,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing designation,unknown,mapped,1,1,NCT00981474,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing information,unknown,mapped,1,1,NCT00621582,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing or Other,unknown,mapped,1,1,NCT03859713,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing or Unknown,unknown,mapped,2,1,NCT04584294,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing response,unknown,mapped,2,1,NCT04939714,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing values,unknown,mapped,1,1,NCT00708708,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Missing/Refused,unknown,mapped,1,1,NCT06324630,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Missing/unknown,unknown,mapped,1,1,NCT01777932,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Modified pharmacodynamic analysis set,,unrecognized,1,1,NCT02472795,parsers.R@2026-08-17 / outcomes@2026-09-10
class,More than 3 times a week,,unrecognized,1,1,NCT00635570,parsers.R@2026-08-17 / outcomes@2026-09-10
category,More than half the time,,unrecognized,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
category,More than one Gender Identity,gender_diverse,mapped,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,More than one category,,structural_or_group,1,1,NCT05984966,parsers.R@2026-08-17 / outcomes@2026-09-10
class,More than one endorsement,,unrecognized,1,1,NCT03487796,parsers.R@2026-08-17 / outcomes@2026-09-10
category,More than one gender,gender_diverse,mapped,1,1,NCT04307394,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother Sex,,unrecognized,1,1,NCT03548558,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother biological sex,,unrecognized,1,1,NCT05096611,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mother participants,,unrecognized,1,1,NCT05374837,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mothers sex,,unrecognized,1,1,NCT04002908,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Mothers' sex,,unrecognized,1,1,NCT02901665,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multi-gender,gender_diverse,mapped,1,1,NCT03801174,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple Dose,,unrecognized,1,1,NCT03073213,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Multiple Genders,gender_diverse,mapped,1,1,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple Genders,gender_diverse,mapped,1,1,NCT03671239,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple gender categories,gender_diverse,mapped,1,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple gender identities,gender_diverse,mapped,1,1,NCT05061966,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Multiple gender identities selected,gender_diverse,mapped,1,1,NCT04742491,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Multiple genders,gender_diverse,mapped,1,1,NCT03980223,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple genders reported,gender_diverse,mapped,1,1,NCT03320512,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple identities,,unrecognized,1,1,NCT04342494,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple recent partners (3+ in 6 months) :,,unrecognized,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple sexual orientations,,sexual_orientation,1,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple sexual partners,,unrecognized,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Multiple sexual partners (11+ lifetime) :,,unrecognized,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Muscle Cohort,,structural_or_group,1,1,NCT05192200,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Māhū, or muxe, or two spirit",gender_diverse,mapped,1,1,NCT06001307,parsers.R@2026-08-17 / outcomes@2026-09-10
category,NA,,structural_or_group,1,1,NCT03442296,parsers.R@2026-08-17 / outcomes@2026-09-10
class,NSCLC,,unrecognized,1,1,NCT03004183,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nduru Kadero Field Station,,unrecognized,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Needle Syringe Program,,unrecognized,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Negative,,unrecognized,1,1,NCT00978068,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Neither,,structural_or_group,1,1,NCT03810053,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neither,,structural_or_group,1,1,NCT04148508,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neither male nor female,female,mapped,1,1,NCT04504357,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neonates,,structural_or_group,1,1,NCT04152603,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nephrologists,,unrecognized,1,1,NCT04392440,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Neuro-typical,,unrecognized,1,1,NCT01943539,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Neutral,,unrecognized,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Never / rarely,,unrecognized,1,1,NCT02516202,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Never Treated Cohort II,,structural_or_group,1,1,NCT00100048,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Never discuss HIV with partners :,,unrecognized,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No Answer,unknown,mapped,1,1,NCT03426124,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No Data,unknown,mapped,1,1,NCT01623752,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No Data - Did not complete Baseline Data collection,unknown,mapped,1,1,NCT03593772,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No History of STI Diagnosis,,unrecognized,1,1,NCT02128217,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No Sex Partners,,unrecognized,1,1,NCT03670355,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No answer,unknown,mapped,1,1,NCT04881942,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No data,unknown,mapped,1,1,NCT00398866,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No did not have sex in past 3 months at Baseline,,unrecognized,1,1,NCT02847858,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No gender/sex data was collected on the providers/clinicians,unknown,mapped,1,1,NCT03579680,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No recent sex,,unrecognized,1,1,NCT02248558,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No response,unknown,mapped,1,1,NCT00705679,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No response / prefer not to answer,unknown,mapped,1,1,NCT01944462,parsers.R@2026-08-17 / outcomes@2026-09-10
category,No same sex partner,,unrecognized,3,1,NCT04680611,parsers.R@2026-08-17 / outcomes@2026-09-10
class,No selected answer,unknown,mapped,2,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"No, not within last 3 months",,unrecognized,1,1,NCT02494817,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non Binary/Queer,gender_diverse,mapped,1,1,NCT04646369,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non Male,male,mapped,1,1,NCT04446975,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non binary,gender_diverse,mapped,1,1,NCT05875467,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-Binary and/or Gender Diverse,gender_diverse,mapped,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-Binary or another gender,gender_diverse,mapped,1,1,NCT06442800,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Non-Binary, Self-Describe, Not disclosed",unknown,mapped,2,1,NCT03576495,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-Binary/Gender Fluid,gender_diverse,mapped,1,1,NCT06302868,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-Binary/Third Gender,gender_diverse,mapped,1,1,NCT03834974,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-Binary/Third gender,gender_diverse,mapped,1,1,NCT04330365,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-Binary/non-conforming,gender_diverse,mapped,1,1,NCT06706999,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-MSM,,unrecognized,1,1,NCT05723263,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-Switching arm: Humira (Adalimumab),,structural_or_group,1,1,NCT04230213,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary (female),gender_diverse,mapped,1,1,NCT04646291,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary / Gender non-conforming,gender_diverse,mapped,1,1,NCT05079477,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary / third gender,gender_diverse,mapped,1,1,NCT06281548,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary and Prefer to Self Describe,gender_diverse,mapped,1,1,NCT04974489,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary or Other,gender_diverse,mapped,1,1,NCT04919590,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary or Transgender man or woman,ambiguous,mapped,1,1,NCT04698629,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary or another gender,gender_diverse,mapped,1,1,NCT06175026,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary or non-gender conforming,gender_diverse,mapped,1,1,NCT05127837,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary or prefered not to disclose,gender_diverse,mapped,1,1,NCT03655951,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Non-binary, gender fluid",gender_diverse,mapped,1,1,NCT06294145,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Non-binary, transgender, or other",gender_diverse,mapped,1,1,NCT05608083,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary/ non-conforming,gender_diverse,mapped,1,1,NCT04950816,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/ third gender,gender_diverse,mapped,1,1,NCT05207956,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary/ third gender,gender_diverse,mapped,1,1,NCT04084028,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/None of these describe me,gender_diverse,mapped,1,1,NCT04878328,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/Trans/Two-Spirit,gender_diverse,mapped,1,1,NCT05781503,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/Transgender,gender_diverse,mapped,1,1,NCT03783533,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary/gender fluid,gender_diverse,mapped,1,1,NCT05146206,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/gender nonconforming,gender_diverse,mapped,1,1,NCT04414306,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/genderqueer,gender_diverse,mapped,1,1,NCT03584282,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-binary/other,gender_diverse,mapped,1,1,NCT04873401,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-binary/unlabeled,gender_diverse,mapped,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-female,female,mapped,1,1,NCT04624932,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-specific,,unrecognized,1,1,NCT00859495,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Non-specific gender count,,unrecognized,1,1,NCT00556166,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Non-use,,unrecognized,1,1,NCT03741725,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Nonbinary (e.g., genderqueer, agender, gender fluid)",gender_diverse,mapped,1,1,NCT04408469,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Nonbinary (e.g., genderqueer, agender, gender fluid)",gender_diverse,mapped,1,1,NCT06229132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary or Missing,unknown,mapped,1,1,NCT05492942,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Nonbinary or another gender,gender_diverse,mapped,1,1,NCT05432271,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Nonbinary or other,gender_diverse,mapped,1,1,NCT05413239,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary or preferred to self-describe,gender_diverse,mapped,1,1,NCT05168800,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary youth,gender_diverse,mapped,1,1,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Nonbinary, gender non-conforming, genderqueer, genderfluid",gender_diverse,mapped,1,1,NCT05540652,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Nonbinary, genderfluid, or genderqueer",gender_diverse,mapped,1,1,NCT05029362,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary/Another gender,gender_diverse,mapped,1,1,NCT05714982,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Nonbinary/Genderfluid,gender_diverse,mapped,1,1,NCT04896593,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary/Other,gender_diverse,mapped,1,1,NCT04571320,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Nonbinary/genderqueer,gender_diverse,mapped,3,1,NCT05626231,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary/other,gender_diverse,mapped,1,1,NCT04632030,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Nonbinary/questioning,gender_diverse,mapped,1,1,NCT05408858,parsers.R@2026-08-17 / outcomes@2026-09-10
category,None of de above/unsure,unknown,mapped,1,1,NCT01848483,parsers.R@2026-08-17 / outcomes@2026-09-10
class,None of the Above Genders,gender_diverse,mapped,1,1,NCT06069713,parsers.R@2026-08-17 / outcomes@2026-09-10
class,None of the listed categories,gender_diverse,mapped,1,1,NCT05534061,parsers.R@2026-08-17 / outcomes@2026-09-10
class,None of these,gender_diverse,mapped,1,1,NCT05514002,parsers.R@2026-08-17 / outcomes@2026-09-10
class,None of these describe me,gender_diverse,mapped,1,1,NCT06001307,parsers.R@2026-08-17 / outcomes@2026-09-10
category,None of these describe me,gender_diverse,mapped,1,1,NCT05775991,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Applicable,,unrecognized,1,1,NCT01139762,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not Available,unknown,mapped,1,1,NCT02861118,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Available to Report,unknown,mapped,1,1,NCT00687531,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not Collected,unknown,mapped,1,1,NCT02657577,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Disclosed,unknown,mapped,1,1,NCT02995434,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Frail,,unrecognized,1,1,NCT03354546,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not Indicated,unknown,mapped,1,1,NCT04949243,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not Provided,unknown,mapped,1,1,NCT06213701,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Provided,unknown,mapped,1,1,NCT01804036,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Recorded,unknown,mapped,1,1,NCT04553484,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Reported or Other,unknown,mapped,1,1,NCT04491539,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Sexually Active with ED,,unrecognized,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Sexually Active without ED,,unrecognized,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not Sure,unknown,mapped,1,1,NCT01350544,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not applicable,,unrecognized,1,1,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not available,unknown,mapped,1,1,NCT03252249,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not disclosed,unknown,mapped,1,1,NCT06045325,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not disclosed to avoid re-identification,unknown,mapped,1,1,NCT06069778,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not disclosed to others,unknown,mapped,1,1,NCT02796963,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not heterosexual,,sexual_orientation,1,1,NCT03897049,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not identifies,unknown,mapped,1,1,NCT05443659,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not listed/prefer not to answer,unknown,mapped,1,1,NCT05386355,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not provided,unknown,mapped,1,1,NCT00705263,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not recorded,unknown,mapped,1,1,NCT03895632,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not reported as male or female,unknown,mapped,1,1,NCT06348251,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not reported/Unknown,unknown,mapped,1,1,NCT05510908,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not reported/Unknown/Declined to State,unknown,mapped,1,1,NCT03433469,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not sexual minority (heterosexual),,sexual_orientation,1,1,NCT04251273,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not sexually active,,unrecognized,1,1,NCT03624972,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not specified,unknown,mapped,1,1,NCT05891275,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not specified,unknown,mapped,1,1,NCT00659295,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not stated,unknown,mapped,1,1,NCT05493072,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not sure,unknown,mapped,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Not sure (non-binary),unknown,mapped,1,1,NCT05280756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Not-treated mRCC participants,,unrecognized,1,1,NCT05363072,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Number of Female Participants,female,mapped,1,1,NCT01378325,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Number of Female Participants Per Arm,female,mapped,1,1,NCT02122458,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Number of Male Participants Per Arm,male,mapped,1,1,NCT02122458,parsers.R@2026-08-17 / outcomes@2026-09-10
